Description;Date;AcademicYear;Status;Category;StudentCode;Sex;;Age;Continent;CivilStatus;Scholarship;ScholarshipCategory;ScholarshipAmount;Scholarship;HowYouKnew;Chosen
Acception notified;2015;2015;Bachelor;BBA;384;1;;19;Africa;0;0;3; -   ;Type1;Third part website;No
First criteria not met;2015;2015;Bachelor;BBA;385;0;;19;Europe;0;0;3; -   ;N/A;Third part website;No
Registration Started;2014;2015;Bachelor;BBA;386;0;;18;Asia;0;0;3; -   ;Type1;Other;Yes
Registration Started;2014;2015;Bachelor;BBA;387;1;;18;Asia;0;0;3; -   ;Type1;Website;Yes
First criteria not met;2015;2015;Bachelor;BBA;388;1;;19;Europe;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Bachelor;BBA;389;1;;19;North America;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Bachelor;BBA;390;0;;19;Europe;0;0;3; -   ;N/A;Student Alumnus;No
First criteria not met;2015;2015;Bachelor;BBA;391;1;;19;Europe;3;0;3; -   ;N/A;Website;No
First criteria not met;2014;2015;Bachelor;BBA;392;1;;19;Africa;0;0;3; -   ;N/A;Website;No
Registration Started;2015;2015;Bachelor;BBA;393;1;;18;Europe;0;0;3; -   ;N/A;Other;Yes
First criteria not met;2014;2014;Master;MBInf;394;1;;26;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2015;2015;Bachelor;BBA;395;0;;19;Europe;0;0;3; 11.400,00 ;N/A;Website;No
First criteria not met;2015;2015;Bachelor;BBA;396;1;;19;Latin America;0;0;3; -   ;N/A;Other;No
First criteria not met;2014;2015;Bachelor;BBA;397;0;;19;Asia;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2014;Bachelor;BBA;398;1;;19;Europe;0;0;0; -   ;N/A;Online study portal;No
Registration Started;2015;2015;Bachelor;BBA;399;1;;18;Europe;0;0;3; -   ;N/A;Third part website;Yes
First criteria not met;2014;2014;Bachelor;BBA;400;0;;19;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Bachelor;BBA;401;0;;19;Africa;0;0;3; -   ;N/A;Other;No
First criteria not met;2014;2014;Bachelor;BBA;402;0;;19;Africa;0;0;0; -   ;N/A;Third part website;No
Registration Started;2015;2015;Bachelor;BBA;403;1;;18;Europe;0;0;3; -   ;N/A;Other;Yes
First criteria not met;2014;2014;Bachelor;BBA;404;1;;19;Europe;0;0;0; -   ;N/A;Other;No
First criteria not met;2014;2014;Bachelor;BBA;405;0;;26;Asia;0;0;0; -   ;N/A;Online study portal;No
First criteria not met;2014;2014;Diploma;Summer MSCS;406;0;;26;Europe;0;0;0; -   ;N/A;Student Alumnus;No
Acception notified;2015;2014;Master;MFA;407;1;;26;North America;0;0;0; -   ;N/A;Student Alumnus;No
First criteria not met;2014;2014;Master;MBE;408;1;;26;North America;0;0;0; -   ;N/A;Other;No
Acception notified;2014;2014;Bachelor;BBA;409;1;;19;Europe;0;0;0; -   ;N/A;Online study portal;No
First criteria not met;2014;2014;Bachelor;BBA;410;0;;19;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Bachelor;BBA;411;1;;19;Europe;0;0;0; -   ;N/A;Website;No
Acception notified;2015;2014;Bachelor;BBA;412;0;;19;Europe;0;0;0; -   ;N/A;Website;No
Acception notified;2015;2014;Bachelor;BBA;413;0;;19;Africa;0;0;0; -   ;N/A;Other;No
First criteria not met;2014;2014;Bachelor;BBA;414;0;;19;Asia;0;0;0; -   ;N/A;Other;No
Registration Started;2015;2015;Bachelor;BBA;415;1;;18;Europe;0;0;3; -   ;Type1;Website;Yes
Acception notified;2014;2014;Diploma;Summer MBA;416;1;;36;Europe;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Bachelor;BBA;417;1;;19;Europe;0;0;0; -   ;N/A;Other;No
Acception notified;2014;2014;Bachelor;BBA;418;1;;19;Africa;0;0;0; -   ;N/A;Other;No
Registration Started;2014;2014;Bachelor;BBA;419;1;;19;Europe;0;0;0; -   ;N/A;Student Alumnus;No
First criteria not met;2014;2014;Bachelor;BBA;420;0;;19;Europe;0;0;0; -   ;N/A;Other;No
Acception notified;2014;2014;Bachelor;BBA;421;0;;19;Europe;0;0;0; -   ;N/A;Family Academic staff;No
Acception notified;2014;2014;Bachelor;BBA;422;0;;19;Europe;0;0;0; -   ;N/A;Other;No
Acception notified;2015;2014;Bachelor;BBA;423;0;;19;Europe;0;0;0; -   ;N/A;Family Academic staff;No
Registration Started;2015;2015;Bachelor;BBA;424;1;;18;Europe;0;0;3; -   ;N/A;Brochure;Yes
Acception notified;2014;2014;Bachelor;BBA;425;0;;19;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Bachelor;BBA;426;1;;19;Latin America;0;0;0; -   ;N/A;Student Alumnus;No
First criteria not met;2014;2014;Bachelor;BBA;427;0;;19;Africa;0;0;0; -   ;N/A;Social media;No
Acception notified;2014;2014;Bachelor;BBA;428;1;;19;Asia;0;0;0; -   ;N/A;Other;No
Acception notified;2014;2014;Master;MFA;429;1;;26;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Bachelor;BBA;430;0;;19;Europe;0;0;0; -   ;N/A;Social media;No
Acception notified;2014;2014;Bachelor;BBA;431;1;;19;Europe;0;0;0; -   ;N/A;Student Alumnus;No
Acception notified;2014;2014;Master;MBA;432;1;;26;Europe;0;0;0; -   ;N/A;Third part website;No
Acception notified;2014;2014;Bachelor;BBA;433;1;;19;Europe;0;0;0; -   ;N/A;Online study portal;No
Acception notified;2014;2014;Bachelor;BBA;434;0;;19;Latin America;0;0;0; -   ;N/A;Third part website;No
First criteria not met;2014;2014;Bachelor;BBA;435;1;;19;Asia;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Bachelor;BBA;436;1;;19;Africa;0;0;0; -   ;N/A;Other;No
First criteria not met;2014;2014;Bachelor;BBA;437;1;;19;Africa;0;0;0; -   ;N/A;Website;No
Registration Started;2015;2015;Bachelor;BBA;438;0;;18;Europe;0;0;3; -   ;N/A;Brochure;Yes
Acception notified;2014;2014;Bachelor;BBA;439;0;;19;Asia;0;0;0; -   ;N/A;Other;No
Registration Started;2015;2015;Bachelor;BBA;440;1;;18;Europe;0;0;3; -   ;N/A;Other;Yes
Acception notified;2014;2014;Bachelor;BBA;441;0;;19;Europe;0;0;0; -   ;N/A;Student Alumnus;No
Acception notified;2014;2014;Bachelor;BBA;442;0;;19;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Bachelor;BBA;443;1;;19;Europe;0;0;0; -   ;N/A;Online study portal;No
Acception notified;2015;2014;Bachelor;BBA;444;1;;19;Africa;0;0;0; -   ;N/A;Social media;No
Acception notified;2014;2014;Bachelor;BBA;445;1;;19;Europe;0;0;0; -   ;N/A;Online study portal;No
First criteria not met;2014;2014;Bachelor;BBA;446;1;;19;Africa;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Bachelor;BBA;447;1;;19;Africa;0;0;0; -   ;N/A;Academic staff;No
First criteria not met;2014;2014;Bachelor;BBA;448;0;;19;Africa;0;0;0; -   ;N/A;Online study portal;No
First criteria not met;2014;2014;Bachelor;BBA;449;1;;19;Africa;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Bachelor;BBA;450;1;;19;Asia;0;0;0; -   ;N/A;Social media;No
Acception notified;2014;2014;Bachelor;BBA;451;1;;19;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Bachelor;BBA;452;1;;19;Africa;0;0;0; -   ;N/A;Other;No
Acception notified;2014;2014;Bachelor;BBA;453;0;;19;Africa;0;0;0; -   ;N/A;Other;No
First criteria not met;2014;2014;Bachelor;BBA;454;0;;19;Europe;0;0;0; -   ;N/A;Other;No
Acception notified;2015;2015;Bachelor;BBA;455;1;;20;Africa;0;0;3; 9.000,00 ;N/A;Website;No
Registered second time;2015;2015;Bachelor;BBA;456;0;;20;Europe;0;0;3; -   ;N/A;Scholarship;Yes
Registration Started;2015;2015;Bachelor;BBA;457;0;;20;Africa;0;0;3; -   ;Type1;Student Alumnus;Yes
Registration Started;2015;2015;Bachelor;BBA;458;0;;20;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;459;1;;20;Africa;0;0;3; -   ;Type1;Website;Yes
Registration Started;2014;2015;Bachelor;BBA;460;0;;20;Africa;0;0;3; 2.400,00 ;Type1;Website;Yes
Registration Started;2014;2015;Bachelor;BBA;461;1;;20;Africa;0;0;3; 11.400,00 ;Type1;Website;Yes
Registration Started;2014;2015;Bachelor;BBA;462;1;;20;Africa;0;0;3; 26.400,00 ;Type1;Website;Yes
First criteria not met;2014;2014;Diploma;Summer MSCS;463;0;;26;Europe;0;0;0; -   ;N/A;Website;No
Registration Started;2015;2015;Bachelor;BBA;464;1;;20;Africa;0;0;3; 51.400,00 ;Type1;Student Alumnus;Yes
Registration Started;2015;2015;Bachelor;BBA;465;1;;20;Africa;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;466;1;;20;Africa;0;0;3; 7.400,00 ;Type1;Website;Yes
First criteria not met;2014;2014;Diploma;Summer MSCS;467;0;;26;Europe;0;0;0; -   ;N/A;Student Alumnus;No
Registration Started;2015;2015;Bachelor;BBA;468;0;;20;Africa;0;0;3; -   ;Type1;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;469;1;;20;Africa;0;0;3; 9.900,00 ;Type1;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;470;1;;20;Africa;0;0;3; 3.150,00 ;Type1;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;471;1;;18;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2014;2014;Diploma;Summer MSCS;472;1;;37;North America;0;0;0; -   ;N/A;Website;Yes
Registered second time;2015;2015;Master;MBE;473;1;;37;Asia;0;0;3; 26.400,00 ;N/A;Academic staff;Yes
Registration Started;2015;2015;Bachelor;BBA;474;1;;20;Europe;0;0;3; -   ;Type1;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;475;0;;20;Europe;0;0;0; -   ;N/A;Online study portal;Yes
Registration Started;2015;2015;Bachelor;BBA;476;0;;20;Asia;0;0;3; 2.650,00 ;Type1;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;477;1;;20;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2014;2015;Bachelor;BBA;478;1;;20;North America;0;1;1; -   ;Type1;Third part website;Yes
Registration Started;2015;2015;Bachelor;BBA;479;0;;20;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2015;Master;MBE;480;0;;20;Europe;0;0;3; -   ;N/A;Other;Yes
Registration Started;2015;2015;Bachelor;BBA;481;1;;20;Europe;0;0;3; -   ;N/A;Student Alumnus;Yes
Registration Started;2015;2015;Bachelor;BBA;482;0;;20;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;483;0;;20;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;484;1;;20;Africa;0;0;3; -   ;Type1;Website;Yes
Acception notified;2015;2015;Diploma;Summer MBA;485;1;;27;Europe;0;0;3; 15.400,00 ;Type1;Website;No
Registration Started;2015;2015;Bachelor;BBA;486;1;;20;Europe;0;0;3; -   ;Type1;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;487;1;;20;Africa;0;0;3; -   ;Type1;Other;Yes
Registration Started;2015;2015;Bachelor;BBA;488;0;;20;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;489;1;;20;Europe;0;0;3; -   ;Type1;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;490;0;;20;Europe;0;0;3; -   ;Type1;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;491;0;;20;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2015;Diploma;Summer MSCS;492;1;;27;Africa;0;0;3; 2.040,00 ;Type1;Website;Yes
Registration Started;2014;2014;Master;ME;493;0;;27;Europe;3;0;0; -   ;N/A;Academic staff;Yes
Registration Started;2015;2015;Bachelor;BBA;494;1;;20;Europe;0;0;3; -   ;Type1;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;495;1;;20;Europe;0;0;3; -   ;N/A;Other;Yes
Registration Started;2015;2015;Bachelor;BBA;496;1;;20;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;497;1;;20;Europe;0;0;3; -   ;Type1;Student Alumnus;Yes
Registration Started;2015;2015;Bachelor;BBA;498;0;;20;Europe;0;0;3; -   ;Type1;Scholarship;Yes
Registration Started;2015;2015;Bachelor;BBA;499;0;;20;Africa;0;0;3; 6.400,00 ;N/A;Other;Yes
Registration Started;2015;2014;Bachelor;BBA;500;1;;20;Africa;0;0;3; 32.900,00 ;N/A;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;501;1;;20;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;502;1;;20;Europe;0;0;3; -   ;Type1;Website;Yes
Registered second time;2014;2014;Diploma;Summer MSCS;503;0;;27;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;504;1;;20;Europe;0;0;3; -   ;N/A;Other;Yes
Registration Started;2015;2014;Bachelor;BBA;505;1;;20;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2015;2014;Bachelor;BBA;506;0;;20;Africa;0;0;0; -   ;N/A;Brochure;Yes
Registration Started;2015;2014;Bachelor;BBA;507;0;;20;Africa;0;0;0; -   ;N/A;Online study portal;Yes
Registration Started;2014;2014;Bachelor;BBA;508;1;;20;Africa;0;0;0; -   ;N/A;Website;Yes
First criteria not met;2014;2015;Diploma;Summer MSCS;509;0;;27;Europe;3;0;3; -   ;N/A;Student Alumnus;No
Registration Started;2014;2014;Bachelor;BBA;510;1;;20;Africa;0;0;0; -   ;N/A;Other;Yes
Registration Started;2014;2014;Bachelor;BBA;511;1;;20;Europe;0;0;0; -   ;N/A;Online study portal;Yes
Registration Started;2014;2015;Diploma;Summer MSCS;512;0;;27;Europe;3;0;3; -   ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Bachelor;BBA;513;1;;20;Latin America;0;0;0; -   ;N/A;Website;Yes
Acception notified;2015;2015;Bachelor;BBA;514;0;;18;Europe;0;0;3; -   ;N/A;Other;Yes
Registration Started;2014;2014;Bachelor;BBA;515;1;;20;Africa;0;0;0; -   ;N/A;Online study portal;Yes
Registration Started;2014;2014;Bachelor;BBA;516;1;;20;Latin America;0;0;0; -   ;N/A;Online study portal;Yes
Registration Started;2014;2014;Bachelor;BBA;517;1;;20;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;518;0;;20;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2015;Master;MFA;519;0;;27;Europe;0;0;3; -   ;Type1;Website;Yes
Registration Started;2015;2015;Master;MSCS;520;0;;27;Latin America;1;0;3; -   ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Bachelor;BBA;521;1;;20;Asia;0;0;0; -   ;N/A;Other;Yes
Registration Started;2014;2014;Bachelor;BBA;522;1;;20;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;523;1;;20;Europe;0;0;0; -   ;N/A;Social media;Yes
Registration Started;2014;2014;Bachelor;BBA;524;0;;20;North America;0;0;0; -   ;N/A;Third part website;Yes
Registration Started;2014;2014;Bachelor;BBA;525;1;;20;Africa;0;0;0; -   ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Bachelor;BBA;526;0;;20;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;527;0;;20;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2015;2015;Diploma;Summer MSCS;528;0;;27;Latin America;0;0;3; 16.400,00 ;N/A;Google;Yes
Registration Started;2014;2014;Bachelor;BBA;529;0;;20;Asia;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;530;0;;20;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;531;1;;20;Europe;0;0;0; -   ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Bachelor;BBA;532;0;;20;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;533;1;;20;Europe;0;0;0; -   ;N/A;Third part website;Yes
Registration Started;2014;2014;Bachelor;BBA;534;0;;20;Europe;0;0;0; -   ;N/A;Website;Yes
Acception notified;2014;2014;Diploma;Summer MSCS;535;1;;31;Europe;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Bachelor;BBA;536;1;;20;Europe;0;0;0; -   ;N/A;Online study portal;Yes
Registration Started;2015;2015;Bachelor;BBA;537;1;;18;Europe;0;0;3; -   ;Type1;Scholarship;Yes
Registration Started;2014;2014;Bachelor;BBA;538;1;;20;Europe;0;0;0; -   ;N/A;Third part website;Yes
Registration Started;2014;2014;Bachelor;BBA;539;0;;20;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;540;1;;20;Europe;0;0;0; -   ;N/A;Online study portal;Yes
Registration Started;2014;2014;Bachelor;BBA;541;1;;20;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;542;0;;20;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;543;0;;18;Asia;0;0;3; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;544;0;;20;Europe;0;0;0; -   ;N/A;Other;Yes
Registration Started;2015;2015;Diploma;Summer MSCS;545;0;;27;Latin America;0;0;3; -   ;N/A;Google;Yes
Registration Started;2014;2014;Diploma;Summer MSCS;546;1;;32;Africa;0;0;0; -   ;N/A;Website;Yes
First criteria not met;2015;2015;Bachelor;BBA;547;1;;20;Europe;0;0;3; -   ;N/A;Other;No
First criteria not met;2015;2015;Bachelor;BBA;548;0;;20;Africa;0;0;3; 11.400,00 ;N/A;Other;No
First criteria not met;2015;2015;Master;MFA;549;0;;20;Europe;0;0;3; -   ;N/A;Student Alumnus;No
Acception notified;2015;2015;Bachelor;BBA;550;1;;20;Africa;0;0;3; -   ;Type1;Website;No
Registration Started;2014;2014;Bachelor;BBA;551;1;;18;Asia;0;0;0; -   ;N/A;Other;Yes
Registration Started;2014;2014;Bachelor;BBA;552;1;;18;Asia;0;0;3; -   ;N/A;Online study portal;Yes
First criteria not met;2015;2015;Bachelor;BBA;553;0;;20;Europe;0;0;3; -   ;N/A;Family Academic staff;No
Registration Started;2015;2015;Bachelor;BBA;554;0;;18;Asia;0;0;3; 8.800,00 ;N/A;Website;Yes
Registration Started;2014;2015;Diploma;Summer MSCS;555;1;;32;Europe;0;0;3; 2.400,00 ;N/A;Website;Yes
Registered second time;2015;2015;Bachelor;BBA;556;1;;20;Europe;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Bachelor;BBA;557;1;;20;Europe;0;0;3; -   ;N/A;Third part website;No
Registration Started;2015;2014;Bachelor;BBA;558;1;;18;Europe;0;0;0; -   ;N/A;Other;Yes
First criteria not met;2015;2015;Bachelor;BBA;559;1;;20;Africa;0;0;3; 5.400,00 ;N/A;Website;No
First criteria not met;2015;2015;Bachelor;BBA;560;0;;20;Europe;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Bachelor;BBA;561;1;;20;Europe;0;0;3; -   ;N/A;Brochure;No
First criteria not met;2015;2015;Bachelor;BBA;562;1;;20;Africa;0;0;3; 11.400,00 ;N/A;Third part website;No
Registration Started;2015;2014;Bachelor;BBA;563;1;;18;Africa;0;0;0; -   ;N/A;Other;Yes
Acception notified;2015;2015;Bachelor;BBA;564;0;;20;Europe;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Bachelor;BBA;565;1;;20;Europe;0;0;3; -   ;Type1;Website;No
Registration Started;2015;2014;Bachelor;BBA;566;1;;18;Africa;0;0;0; -   ;N/A;Website;Yes
First criteria not met;2014;2014;Bachelor;BBA;567;1;;20;North America;0;0;0; -   ;N/A;Other;No
Acception notified;2015;2014;Bachelor;BBA;568;0;;20;Europe;0;0;0; -   ;N/A;Online study portal;No
First criteria not met;2014;2014;Bachelor;BBA;569;1;;20;Africa;0;0;0; -   ;N/A;Student Alumnus;No
Acception notified;2014;2014;Bachelor;BBA;570;1;;20;Africa;0;0;0; -   ;N/A;Third part website;No
First criteria not met;2014;2014;Bachelor;BBA;571;1;;20;Europe;0;0;3; 16.400,00 ;Type1;Website;No
Acception notified;2014;2014;Bachelor;BBA;572;0;;20;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2015;2014;Bachelor;BBA;573;1;;20;Africa;0;0;0; -   ;N/A;Scholarship;No
Acception notified;2015;2015;Master;ME;574;1;;27;Africa;1;1;3; 8.900,00 ;N/A;Online study portal;No
First criteria not met;2014;2014;Bachelor;BBA;575;1;;20;Asia;0;0;0; -   ;N/A;Website;No
Registration Started;2015;2015;Master;MBA;576;1;;32;Europe;0;0;3; 21.400,00 ;Type1;Family Academic staff;Yes
Registration Started;2014;2014;Bachelor;BBA;577;0;;18;Africa;0;0;0; -   ;N/A;Website;Yes
Acception notified;2014;2014;Bachelor;BBA;578;0;;20;Europe;0;0;0; -   ;N/A;Online study portal;No
Acception notified;2014;2014;Bachelor;BBA;579;0;;20;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Bachelor;BBA;580;0;;20;Asia;0;0;0; -   ;N/A;Student Alumnus;No
Registration Started;2014;2014;Bachelor;BBA;581;0;;18;Africa;0;0;0; -   ;N/A;Website;Yes
First criteria not met;2014;2014;Bachelor;BBA;582;0;;20;Oceania;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Bachelor;BBA;583;1;;20;Africa;0;0;0; -   ;N/A;Radio;No
Acception notified;2014;2014;Bachelor;BBA;584;0;;20;Africa;0;0;0; -   ;N/A;Other;No
Registration Started;2014;2014;Bachelor;BBA;585;0;;18;Africa;0;0;0; -   ;N/A;Other;Yes
First criteria not met;2014;2014;Bachelor;BBA;586;1;;20;Europe;0;0;0; -   ;N/A;Brochure;No
Registration Started;2014;2014;Bachelor;BBA;587;0;;18;Europe;0;0;0; -   ;N/A;Other;Yes
Acception notified;2014;2014;Bachelor;BBA;588;0;;20;Africa;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Bachelor;BBA;589;1;;20;Africa;0;0;0; -   ;N/A;Third part website;No
First criteria not met;2014;2014;Bachelor;BBA;590;1;;20;Africa;0;0;0; -   ;N/A;Radio;No
First criteria not met;2014;2014;Bachelor;BBA;591;1;;20;Asia;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Bachelor;BBA;592;1;;20;Africa;0;0;0; -   ;N/A;Other;No
Registration Started;2014;2014;Bachelor;BBA;593;1;;21;Europe;0;0;0; -   ;N/A;Website;Yes
Registered second time;2014;2014;Bachelor;BBA;594;0;;21;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;595;1;;21;Europe;0;0;3; -   ;Type1;Website;Yes
Registered second time;2014;2014;Diploma;Summer MSCS;596;0;;37;Asia;0;0;0; -   ;N/A;Website;Yes
First criteria not met;2015;2015;Master;MBE;597;1;;27;Europe;0;0;3; 11.400,00 ;N/A;Website;No
Registration Started;2015;2015;Bachelor;BBA;598;0;;21;North America;0;0;3; 15.400,00 ;Type1;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;599;0;;21;Latin America;0;0;3; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;600;1;;18;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;601;1;;21;Europe;0;0;3; 2.450,00 ;Type1;Website;Yes
Registration Started;2015;2015;Master;MBA;602;1;;27;Europe;0;0;3; 11.400,00 ;N/A;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;603;0;;21;Africa;0;0;3; -   ;Type1;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;604;1;;21;Africa;0;0;3; 11.400,00 ;Type1;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;605;1;;21;Europe;0;0;3; -   ;Type1;Other;Yes
Registration Started;2014;2014;Bachelor;BBA;606;0;;18;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;607;1;;21;Europe;0;1;1; -   ;N/A;Other;Yes
Registration Started;2014;2014;Bachelor;BBA;608;0;;18;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;609;0;;21;Africa;0;0;0; -   ;N/A;Other;Yes
Registration Started;2015;2015;Bachelor;BBA;610;1;;21;Europe;0;0;3; 1.736,00 ;N/A;Third part website;Yes
Registration Started;2015;2015;Bachelor;BBA;611;1;;21;Africa;0;0;3; 51.400,00 ;Type1;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;612;1;;21;Africa;0;0;3; -   ;N/A;Student Alumnus;Yes
Registration Started;2015;2015;Bachelor;BBA;613;1;;21;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2015;Master;MBInf;614;1;;21;Europe;0;0;3; -   ;N/A;Scholarship;Yes
Registration Started;2015;2015;Master;BIS;615;1;;21;Europe;0;0;3; -   ;N/A;Family Academic staff;Yes
Registration Started;2015;2015;Diploma;Summer MSCS;616;0;;27;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;617;1;;18;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;618;1;;21;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2015;Master;MBE;619;1;;21;Europe;0;0;3; -   ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Bachelor;BBA;620;0;;18;Europe;0;0;0; -   ;N/A;Online study portal;Yes
Registration Started;2014;2014;Bachelor;BBA;621;0;;18;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2015;2015;Master;MBA;622;0;;37;Oceania;3;0;3; 3.400,00 ;N/A;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;623;1;;21;Europe;0;0;3; -   ;N/A;Student Alumnus;Yes
Registration Started;2015;2015;Master;MBE;624;1;;21;Europe;0;0;3; -   ;N/A;Other;Yes
Registration Started;2015;2015;Diploma;Summer MSCS;625;0;;21;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;626;0;;18;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;627;1;;21;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2015;Master;MBE;628;0;;21;Europe;0;0;3; -   ;Type1;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;629;1;;21;Europe;0;0;3; -   ;N/A;Brochure;Yes
Registration Started;2015;2015;Master;MBInf;630;0;;21;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;631;1;;21;Europe;0;0;3; -   ;Type1;Academic staff;Yes
Acception notified;2015;2015;Diploma;Summer MSCS;632;1;;27;Asia;0;0;3; 16.400,00 ;N/A;Website;No
Registration Started;2015;2015;Bachelor;BBA;633;1;;21;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MBE;634;1;;21;Europe;1;0;0; -   ;N/A;Website;Yes
Registration Started;2015;2014;Bachelor;BBA;635;1;;21;Africa;0;0;0; -   ;N/A;Scholarship;Yes
